IATA,ICAO,Airport Name,Country Code
HED,AK33,Herendeen,US
HEE,KHEE,Thompson-Robbins,US
HEH,VYHH,Heho Airport,MM
HEI,EDXB,Heide-Buesum,DE
HEK,ZYHE,Heihe Airport,CN
HEL,EFHK,Helsinki-Vantaa Airport,FI
HEM,EFHF,Helsinki-malmi,FI
HEO,AYHG,Haelogo,PG
HER,LGIR,Heraklion Airport,GR
HES,KHRI,State,US
HET,ZBHH,Hohhot Baita International Airport,CN
HEW,LGAT,Hengdian Airport,CN
HEZ,KHEZ,Hardy-Anders,US
HFA,LLHA,Haifa Airport,IL
HFD,KHFD,Brainard,US
HFE,ZSOF,Hefei Xinqiao Airport,CN
HFF,KHFF,Mackall AAF,US
HFN,BIHN,Hornafjordur,IS
HFS,ESOH,Hagfors Airport,SE
HFT,ENHF,Hammerfest Airport,NO
HGA,HCMH,Hargeisa Airport,SO
HGD,YHUG,Hughenden,AU
HGE,SVHG,Higuerote Airport,VE
HGH,ZSHC,Hangzhou Xiaoshan International Airport,CN
HGL,EDXH,Helgoland,DE
HGN,VTCH,Mae Hong Son Airport,TH
HGO,DIKO,Korhogo Airport,CI
HGR,KHGR,Wash. County Regional Airport,US
HGS,GFHA,Hastings,SL
HGU,AYMH,Mount Hagen Airport,PG
HGZ,2AK6,Hogatza,US
HHE,RJSH,Hachinohe,JP
HHH,KHXD,Hilton Head Airport,US
HHI,PHHI,Wheeler AFB,US
HHN,EDFH,Frankfurt - Hahn Airport,DE
HHQ,VTPH,Hua Hin Airport,TH
HHR,KHHR,Hawthorne,US
HHZ,NTGH,Hikueru,PF
HIA,ZSSH,Huai'an Lianshui Airport,CN
HIB,KHIB,Chisholm Airport,US
HID,YHID,Horn Island Airport,AU
HIE,KHIE,Regional,US
HIF,KHIF,Hill AFB,US
HIG,YHHY,Highbury,AU
HII,KHII,Municipal,US
HIJ,RJOA,Hiroshima Airport,JP
HIL,HASL,Shillavo,ET
HIM,VCCH,Hingurakgoda,LK
HIN,RKPS,Sacheon Airport,KR
HIO,KHIO,Portland,US
HIP,YHDY,Headingly,AU
HIR,AGGH,Honiara International Airport,SB
HIT,AYHO,Haivaro,PG
HIW,RJBH,Hiroshima West,JP
HJJ,ZGCJ,Zhijiang Airport,CN
HJR,VAKJ,Khajuraho Airport,IN
HJT,ZMHU,Khujirt,MN
HKA,KHKA,Blytheville Municipal Airport,US
HKD,RJCH,Hakodate Airport,JP
HKG,VHHX,Hong Kong International Airport,HK
HKK,NZHK,Hokitika Airport,NZ
HKN,AYHK,Hoskins Airport,PG
HKR,HKMF,Mara North Airstrip,KE
HKS,KHKS,Hawkins Field,US
HKT,VTSP,Phuket International Airport,TH
HKY,KHKY,Hickory,US
HLA,FALA,Lanseria International Airport,ZA
HLB,KHLB,Hillenbrand,US
HLC,KHLC,Hill City,US
HLD,ZBLA,Hulunbuir Hailar Airport,CN
HLE,FHSH,Saint Helena Airport,SH
HLF,ESSF,Hultsfred - Vimmerby,SE
HLG,KHLG,Ohio County,US
HLH,ZBUL,Ulanhot Airport,CN
HLI,KCVH,Hollister,US
HLL,YHIL,Hillside,AU
HLN,KHLN,Helena Regional Airport,US
HLP,WIHH,Halim Perdanakusuma Airport,ID
HLR,KHLR,Fort Hood AAF,US
HLS,YSTH,St Helens,AU
HLT,YHML,Hamilton,AU
HLW,FAHL,Hluhluwe,ZA
HLZ,NZHN,Hamilton International Airport,NZ
HMA,USHH,Khanty-Mansiysk Airport,RU
HMB,HESG,Mubarak International Airport,EG
HME,DAUH,Oued Irara Airport,DZ
HMG,YHMB,Hermannsburg,AU
HMI,ZWHM,Hami Airport,CN
HMJ,UKLH,Khmelnitskiy,UA
HMN,KHMN,Holloman AFB,US
HMO,MMHO,Gen Pesqueira Garcia Airport,MX
HMR,ENHA,Hamar Airport,NO
HMT,KHMT,Ryan Field,US
HMV,ESUT,Hemavan Airport,SE
HMY,RKTP,Seosan Airport,KR
HNA,RJSI,Hanamaki Airport,JP
HNB,KHNB,Municipal,US
HNC,KHSE,Hatteras,US
HND,RJTT,Haneda Airport,JP
HNH,PAOH,Hoonah Airport,US
HNI,AYHE,Heiweni,PG
HNL,PHNL,Honolulu International Airport,US
HNM,PHHN,Hana Airport,US
HNN,AYHH,Honinabi,PG
HNS,PAHN,Haines Municipal Airport,US
HNY,ZGHY,Hengyang Nanyue Airport,CN
HOA,HKHO,Hola,KE
HOB,KHOB,Lea County Airport,US
HOC,AYOK,Komako,PG
HOD,OYHD,Hodeidah Airport,YE
HOE,VLHS,Houeisay,LA
HOF,OEAH,Al-Ahsa Airport,SA
HOG,MUHG,Frank Pais Airport,CU
HOH,LOIH,Hohenems-Dornbirn,AT
HOI,NTTO,Hao Island,PF
HOK,YHOO,Hooker Creek,AU
HOM,PAHO,Homer Airport,US
HON,KHON,Howes,US
HOP,KHOP,Campbell AAF,US
HOQ,EDQM,Hof,DE
HOR,LPHR,Horta Airport,PT
HOS,SAHC,Oscar Reguera,AR
HOT,KHOT,Memorial Field,US
HOU,KHOU,William P. Hobby Airport,US
HOV,ENOV,Hovden Airport,NO
HOX,VYHL,Homalin Airport,MM
HPA,NFTL,Salote Pilolevu,TO
HPB,PAHP,Hooper Bay Airport,US
HPE,YHPV,Hope Vale,AU
HPG,ZHSN,Shennongjia Hongping Airport,CN
HPH,VVCI,Cat Bi International Airport,VN
HPN,KHPN,Westchester County Airport,US
HPT,KHPT,Municipal,US
HPV,HI01,Princeville,US
HPY,KHPY,Baytown Airport,US
HQM,KHQM,Bowerman,US
HRB,ZYHB,Harbin Taiping International Airport,CN
HRE,FVRG,Harare International Airport,ZW
HRF,VRAH,Hoarafushi Airport,MV
HRG,HEGN,Hurghada International Airport,EG
HRI,VCRI,Mattala Rajapaksa International Airport,LK
HRK,UKHH,Kharkov Airport,UA
HRL,KHRL,Valley International Airport,US
HRM,DAFH,Tilrempt,DZ
HRO,KHRO,Boone County Airport,US
HRS,FAHR,Harrismith Airport,ZA
HRT,EGXU,Linton-On-Ouse,GB
HRY,YHBY,Henbury,AU
HRZ,SSHZ,Horizontina,BR
HSA,UAIT,Hazret Sultan International Airport,KZ
HSB,KHSB,Raleigh,US
HSG,RJFS,Saga Airport,JP
HSH,KHND,Henderson Executive,US
HSI,KHSI,Hastings,US
HSK,LEHC,Huesca-Pirineos,ES
HSL,PAHL,Huslia Airport,US
HSM,YHSM,Horsham,AU
HSN,ZSZS,Putuoshan Airport,CN
HSP,KHSP,Ingalls Field,US
HSS,VIHR,Hissar,IN
HST,KHST,AFB,US
HSV,KHSV,Huntsville International Airport,US
HSZ,RCPO,Hsinchu,TW
HTA,UIAA,Chita Airport,RU
HTG,UOHH,Hatanga Airport,RU
HTH,KHTH,Hawthorne,US
HTI,YBHM,Hamilton Island Airport,AU
HTL,KHTL,Roscommon County,US
HTM,ZMHG,Khatgal,MN
HTN,ZWTN,Hotan Airport,CN
HTO,KHTO,East Hampton,US
HTR,RORH,Hateruma,JP
HTS,KHTS,Tri-State/Milton Airport,US
HTT,ZLHX,Huatugou Airport,CN
HTU,YHPN,Hopetoun,AU
HTV,KUTS,Huntsville,US
HTW,KHTW,Lawrence County Airpark,US
HTY,LTDA,Hatay Airport,TR
HTZ,SKHC,Hato Corozal,CO
HUA,KHUA,Redstone AAF,US
HUB,YHBR,Humbert River,AU
HUD,0K7,Humboldt,US
HUE,HAHU,Humera Airport,ET
HUF,KHUF,Hulman Field,US
HUG,MGHT,Huehuetenango,GT
HUH,NTTH,Huahine Airport,PF
HUI,VVPB,Phu Bai International Airport,VN
HUJ,KHHW,Hugo,US
HUK,FBHK,Hukuntsi,BW
HUL,KHUL,International,US
HUM,KHUM,Terrebonne,US
HUN,RCYU,Hualien Airport,TW
HUO,ZBHZ,Holingol Huolinhe Airport,CN
HUQ,HLON,Houn,LY
HUS,PAHU,Hughes Municipal Airport,US
HUT,KHUT,Hutchinson,US
HUU,SPNC,Huanuco Airport,PE
HUV,ESNH,Hudiksvall,SE
HUW,SWHT,Humaita,BR
HUX,MMBT,Huatulco Airport,MX
HUY,EGNJ,Humberside Airport,GB
HUZ,ZGHZ,Huizhou Airport,CN
HVA,FMNL,Analalava,MG
HVB,YHBA,Hervey Bay Airport,AU
HVD,ZMKD,Khovd Airport,MN
HVE,KHVE,Intermediate,US
HVG,ENHV,Valan Airport,NO
HVK,BIHK,Holmavik,IS
HVN,KHVN,New Haven Airport,US
HVR,KHVR,Havre City County Airport,US
HVS,KHVS,Municipal,US
HWA,AYHU,Hawabango,PG
HWD,KHWD,Hayward Executive Airport,US
HWK,YHAW,Wilpena Pound,AU
HWN,FVWN,Hwange Nat Park,ZW
HWO,KHWO,North Perry,US
HXD,ZLDL,Delingha Airport,CN
HXX,YHAY,Hay,AU
HYA,KHYA,Barnstable Municipal Airport,US
HYC,EGTB,High Wycombe,GB
HYD,VOHS,Rajiv Gandhi International Airport,IN
HYF,AYHF,Hayfields,PG
HYG,PAHY,Hydaburg Sea Plane Base,US
HYL,HYL,SPB,US
HYN,ZSLQ,Luqiao Airport,CN
HYR,KHYR,Municipal,US
HYS,KHYS,Hays Municipal Airport,US
HYV,EFHV,Hyvinkaa,FI
HZB,LFQT,Merville/Calonne,FR
HZG,ZLHZ,Hanzhong Airport,CN
HZH,ZUNP,Liping Airport,CN
HZK,BIHU,Husavik,IS
HZL,KHZL,Hazleton,US
HZP,CYNR,Horizon,CA
IAA,UOII,Igarka Airport,RU
IAB,KIAB,Mcconnell AFB,US
IAD,KIAD,Washington Dulles International Airport,US
IAG,KIAG,Niagara Falls International Airport,US
IAH,KIAH,George Bush Intercontinental Airport,US
IAM,DAUZ,In Amenas Airport,DZ
IAN,PAIK,Bob Baker Memorial Airport,US
IAO,RPNS,Sayak (Siargao),PH
IAQ,OI20,Bahregan,IR
IAR,UUDL,Tunoshna Airport,RU
IAS,LRIA,Iasi Airport,RO
IBA,DNIB,Ibadan Airport,NG
IBB,SEII,General Villamil,EC
IBE,SKIB,Ibague Airport,CO
IBM,YIBO,Iron Bridge Mine Airport,AU
IBO,FQIB,Ibo,MZ
IBP,SPBR,Iberia,PE
IBR,RJAH,Ibaraki Airport,JP
IBZ,LEIB,Ibiza Airport,ES
ICA,SVIC,Icabaru,VE
ICC,SVIE,Andrés Miguel Salazar Marcano Airport,VE
ICI,NFCI,Cicia,FJ
ICK,SMNI,Nieuw Nickerie,SR
ICL,KICL,Municipal,US
ICN,RKSI,Incheon International Airport,KR
ICS,KU70,Cascade,US
ICT,KICT,Wichita Dwight D. Eisenhower National Airport,US
ICY,19AK,Icy Bay,US
IDA,KIDA,Idaho Falls Regional Airport,US
IDB,ESUE,Idre,SE
IDF,FZCB,Idiofa,CD
IDH,KGIC,Idaho County,US
IDI,KIDI,ndiana County Airport (Jimmy Stewart Field),US
IDK,YIDK,Indulkana,AU
IDN,AYID,Indagen,PG
IDO,SWIY,Rio,BR
IDP,KIDP,Independence,US
IDR,VAID,Devi Ahilya Bai Holkar Airport,IN
IDY,LFEY,Ile d'Yeu,FR
IEG,EPZG,Zielona Gora-Babimost Airport,PL
IEJ,RORE,Iejima,JP
IES,EDAU,Riesa,DE
IEV,UKKK,Kyiv International Airport,UA
IFA,KIFA,Iowa Falls,US
IFF,YIFY,Iffley,AU
IFH,OIFE,Hesa,IR
IFJ,BIIS,Isafjordur Airport,IS
IFL,YIFL,Innisfail,AU
IFN,OIFM,Isfahan International Airport,IR
IFO,UKLI,Ivano-Frankovsk Airport,UA
IFP,KIFP,Laughlin Bullhead International Airport,US
IFU,VREI,Ifuru Airport,MV
IGA,MYIG,Inagua Airport,BS
IGB,SAVJ,Ingeniero Jacobacci,AR
IGD,LTCT,Igdir,TR
IGE,FOOI,Iguela,GA
IGG,PAIG,Igiugig Airport,US
IGH,YIGM,Ingham,AU
IGL,LTBL,Cigli AB,TR
IGM,KIGM,Kingman,US
IGN,RPMI,Maria Cristina,PH
IGO,SKIG,Chigorodo,CO
IGR,SARI,Cataratas del Iguazu International Airport,AR
IGS,ETSI,Ingolstadt-manching,DE
IGT,URMS,Magas Airport,RU
IGU,SBFI,Cataratas International Airport,BR
IHC,FQIA,Inhaca,MZ
IHN,OYQN,Qishn,YE
IHO,FMSI,Ihosy,MG
IHR,OIZI,Iran Shahr,IR
IHU,AYIH,Ihu,PG
IIA,EIMN,Inishmaan,IE
IIL,OICI,Ilaam Airport,IR
IIS,AYIA,Nissan Island,PG
IJK,USII,Izhevsk Airport,RU
IJU,SSIJ,J. Batista Bos Filho Airport,BR
IKA,OIIE,Imam Khomeini International Airport,IR
IKB,KUKF,Wilkes County,US
IKI,RJDB,Iki Airport,JP
IKK,KIKK,Greater Kankakee,US
IKL,FZGV,Ikela,CD
IKO,PAKO,Nikolski AFS,US
IKP,YIKM,Inkerman,AU
IKS,UEST,Tiksi Airport,RU
IKT,UIII,Irkutsk International Airport,RU
IKU,UCFL,Issyk-Kul International Airport,KG
ILA,WABL,Illaga,ID
ILD,LEDA,Lleida-Alguaire Airport,ES
ILE,KILE,Municipal,US
ILF,CZBD,Ilford,CA
ILG,KILG,Greater Wilmington,US
ILH,ETIK,Illis Airbase,DE
ILI,PAIL,Iliamna Airport,US
ILK,FMMQ,Ilaka,MG
ILL,KBDH,Willmar,US
ILM,KILM,Wilmington International Airport,US
ILN,KILN,Clinton Field,US
ILO,RPVI,Mandurriao Airport,PH
ILP,NWWE,Ile Des Pins Airport,NC
ILQ,SPLO,Ilo,PE
ILR,DNIL,Ilorin International Airport,NG
ILU,HKKL,Kilaguni,KE
ILY,EGPI,Glenegedale Airport,GB
ILZ,LZZI,Zilina,SK
IMB,SYIB,Imbaimadai,GY
IMD,AYIO,Imonda,PG
IMF,VEIM,Imphal Municipal Airport,IN
IMK,VNST,Simikot,NP
IML,KIML,Imperial,US
IMM,KIMM,Immokalee,US
IMN,AYII,Imane,PG
IMO,FEFZ,Zemio,CF
IMP,SBIZ,Imperatriz Airport,BR
IMQ,OITU,Maku International Airport,IR
IMT,KIMT,Ford Airport,US
INA,UUYI,Inta Airport,RU
INB,MZSV,Independence,BZ
INC,ZLIC,Yinchuan Hedong International Airport,CN
IND,KIND,Indianapolis International Airport,US
INF,DATG,Newark Liberty International,DZ
INH,FQIN,Inhambane Airport,MZ
INI,LYNI,Nis Constantine the Great Airport,RS
INJ,YINJ,Injune,AU
INK,KINK,Wink,US
INL,KINL,Falls International Airport,US
INM,YINN,Innamincka,AU
INN,LOWI,Innsbruck Airport,AT
INO,FZBA,Inongo,CD
INQ,EIIR,Inisheer,IE
INS,KINS,Af Aux,US
INT,KINT,Smith-Reynolds Airport,US
INU,ANYN,Nauru International,NR
INV,EGPE,Inverness Airport,GB
INW,KINW,Winslow-Lindbergh,US
INX,WASI,Inanwatan,ID
INZ,DAUI,In Salah Airport,DZ
IOA,LGIO,Ioannina Airport,GR
IOM,EGNS,Isle of Man Airport,IM
ION,FCOI,Impfondo,CG
IOR,EIIM,Kilronan,IE
IOS,SBIL,Ilheus/Bahia-Jorge Amado Airport,BR
IOW,KIOW,Iowa City,US
IPA,NVVI,Ipota,VU
IPC,SCIP,Mataveri International Airport,CL
IPE,RPMV,Ipil,PH
IPG,SWII,Ipiranga,BR
IPH,WMKI,Ipoh Airport,MY
IPI,SKIP,San Luis Airport,CO
IPL,KIPL,Imperial County Airport,US
IPN,SBIP,Usiminas Airport,BR
IPT,KIPT,Lycoming County Airport,US
IPU,SNIU,Ipiau,BR
IPZ,MRSI,San Isidro de El General Airport,CR
IQA,ORAA,Al Asad Air Base,IQ
IQM,ZWCM,Qiemo Airport,CN
IQN,ZLQY,Qingyang Airport,CN
IQQ,SCDA,Diego Aracena International Airport,CL
IQT,SPQT,C.F. Secada Vignetta International Airport,PE
IRA,AGGK,Kirakira Airport,SB
IRC,PACR,Circle City,US
IRD,VGIS,Ishurdi,BD
IRE,SNIC,Irece,BR
IRG,YLHR,Lockhart River,AU
IRI,HTIR,Nduli Airport,TZ
IRJ,SANL,La Rioja Airport,AR
IRK,KIRK,Kirksville Municipal Airport,US
IRM,USHI,Igrim,RU
IRN,MHIR,Iriona,HN
IRO,FEFI,Birao,CF
IRP,FZJH,Matari,CD
IRS,KIRS,Kirsch Municipal,US
IRZ,SWTP,Tapuruquara,BR
ISA,YBMA,Mount Isa Airport,AU
ISB,OPIS,Islamabad International Airport,PK
ISC,EGHE,St Marys,GB
ISE,LTFC,Isparta Suleyman Demirel Airport,TR
ISG,ROIG,Painushima Ishigaki Airport,JP
ISI,YISF,Isisford,AU
ISJ,MMIM,Isla Mujeres,MX
ISK,VAOZ,Gandhinagar Airport,IN
ISL,LTBA,Istanbul Ataturk Airport,TR
ISM,KISM,Kissimmee Gateway,US
ISN,KISN,Sloulin Field International Airport,US
ISO,KISO,Stallings Field,US
ISP,KISP,Long Island MacArthur Airport,US
ISQ,KISQ,Schoolcraft County,US
ISS,KIWI,Wiscasset,US
IST,LTFM,Istanbul New Airport,TR
ISU,ORSU,Sulaimaniyah International Airport,IQ
ISW,KISW,Alexander Field,US
ITA,SBIC,Itacoatiara,BR
ITB,SBIH,Itaituba,BR
ITE,SNZW,Itubera,BR
ITH,KITH,Ithaca Tompkins Regional Airport,US
ITI,SNYH,Itambacuri,BR
ITK,AYIK,Itokama,PG
ITM,RJOO,Itami Airport,JP
ITN,SWTX,Itabuna,BR
ITO,PHTO,Hilo International Airport,US
ITP,SDUN,Itaperuna,BR
ITQ,SSIQ,Itaqui,BR
ITR,SBIT,Hidroeletrica,BR
ITU,UHSI,Iturup,RU
IUE,NIUE,Hanan Airport,NU
IUL,WABE,Ilu,ID
IVA,FMNZ,Ambanja,MG
IVC,NZNV,Invercargill Airport,NZ
IVG,LYBR,Ivangrad,ME
IVL,EFIV,Ivalo Airport,FI
IVR,YIVL,Inverell,AU
IVW,YINW,Inverway,AU
IWA,UUBI,Ivanovo Yuzhny Airport,RU
IWD,KIWD,Gogebic County Airport,US
IWJ,RJOW,Hagi-Iwami Airport,JP
IWK,RJOI,Iwakuni Kintaikyo Airport,JP
IWO,RJAW,Iwo Jima Airbase,JP
IWS,KIWS,West Houston,US
IXA,VEAT,Agartala Airport,IN
IXB,VEBD,Bagdogra Airport,IN
IXC,VICG,Chandigarh Airport,IN
IXD,VIAL,Bamrauli Airport,IN
IXE,VOML,Mangalore Airport,IN
IXG,VOBM,Belgaum Airport,IN
IXH,VEKR,Kailashahar,IN
IXI,VELR,Lilabari Airport,IN
IXJ,VIJU,Satwari Airport,IN
IXK,VAKS,Keshod,IN
IXL,VILH,Leh Airport,IN
IXM,VOMD,Madurai Airport,IN
IXN,VEKW,Khowai,IN
IXP,VIPK,Pathankot,IN
IXQ,VEKM,Kamalpur,IN
IXR,VERC,Birsa Munda Airport,IN
IXS,VEKU,Kumbhirgram Airport,IN
IXT,VEPG,Pasighat,IN
IXU,VAAU,Chikkalthana Airport,IN
IXV,VEAN,Along,IN
IXW,VEJS,Sonari,IN
IXX,VOBR,Bidar Air Force Station,IN
IXY,VAKE,Kandla,IN
IXZ,VOPB,Port Blair Airport,IN
IYK,KIYK,Kern County,US
IZA,SBZM,Zona da Mata Regional Airport,BR
IZE,EDHF,Itzehoe/Hungriger Wolf Airport,DE
IZO,RJOC,Izumo Airport,JP
IZT,MMIT,Ixtepec,MX
JAA,OAJL,Jalalabad,AF
JAB,YJAB,Jabiru,AU
JAC,KJAC,Jackson Hole Airport,US
JAD,YPJT,Jandakot,AU
JAE,SPJE,Shumba Airport,PE
JAF,VCCJ,Kankesanturai,LK
JAG,OPJA,Jacobabad,PK
JAI,VIJP,Jaipur Airport,IN
JAK,MTJA,Jacmel Regional Airport,HT
JAL,MMJA,Jalapa,MX
JAM,LBIA,Jambol,BG
JAN,KJAN,Jackson-Evers International Airport,US
JAP,MRCH,Punta Renes,CR
JAQ,AYJB,Jacquinot Bay,PG
JAR,OISJ,Jahrom,IR
JAS,KJAS,County,US
JAU,SPJJ,Jauja Airport,PE
JAV,BGJN,Ilulissat Airport,GL
JAW,SNAB,Aeroporto de Araripina,BR
JAX,KJAX,Jacksonville International Airport,US
JBB,WARE,Notohadinegoro Airport,ID
JBQ,MDJB,La Isabela International Airport,DO
JBR,KJBR,Jonesboro Airport,US
JBS,SSSB,Hacienda Bus.Park Heliport,US
JBT,Z59,City Landing,US
JCB,SSJA,Joacaba,BR
JCI,KIXD,New Century Aircenter Airport,US
JCK,YJLC,Julia Creek,AU
JCM,SNJB,Jacobina,BR
JCR,SBEK,Jacareacanga,BR
JCS,SNWS,Aeroporto De Crateus Airport,BR
JCT,KJCT,Kimble County,US
JCY,0TE7,Johnson,US
JDA,KGCD,John Day,US
JDF,SBJF,Francisco De Assis,BR
JDG,RKPD,Jeongseok,KR
JDH,VIJO,Jodhpur Airport,IN
JDN,KJDN,Jordan,US
JDO,SBJU,Orlando Bezerra de Menezes Airport,BR
JDR,SNJR,Sao Joao Del Rei,BR
JDZ,ZSJD,Jingdezhen Airport,CN
JED,OEJN,King Abdulaziz International Airport,SA
JEE,MTJE,Jeremie,HT
JEF,KJEF,Memorial,US
JEG,BGAA,Aasiaat Airport,GL
JEK,FLJK,Jeki Airport,ZM
JEQ,SNJK,Jequie,BR
JER,EGJJ,Jersey Airport,JE
JFK,KJFK,John F. Kennedy International Airport,US
JFN,KHZY,Ashtabula,US
JFR,BGPT,Paamiut Airport,GL
JGA,VAJM,Govardhanpur Airport,IN
JGD,ZYJD,Jiagedaqi Airport,CN
JGN,ZLJQ,Jiayuguan Airport,CN
JGS,ZSJA,Ji'An/Jing Gang Shan Airport,CN
JHB,WMKJ,Senai Airport,MY
JHF,SBJH,São Paulo Catarina Executive Airport,BR
JHG,ZPJH,Xishuangbanna Gasa Airport,CN
JHL,CAL4,Albian,CA
JHM,PHJH,Kapalua Airport,US
JHS,BGSS,Sisimiut Airport,GL
JHW,KJHW,Jamestown Airport,US
JIA,SWJN,Juina,BR
JIB,HDAM,Djibouti-Ambouli International Airport,DJ
JIC,ZLJC,Jinchuan Airport,CN
JIJ,HAJJ,Jigiga Airport,ET
JIK,LGIK,Ikaria Airport,GR
JIL,ZYJL,Jilin,CN
JIM,HAJM,Jimma Airport,ET
JIN,HUJI,Jinja,UG
JIP,SEJI,Jipijapa,EC
JIQ,ZUQJ,Qianjiang Wulingshan Airport,CN
JIR,VNJI,Jiri,NP
JIU,ZSJJ,Jiujiang,CN
JIW,OPJI,Jiwani,PK
JJD,SBJE,Jericoacoara,BR
JJG,SBJA,Jaguaruna Regional Airport,BR
JJI,SPJI,Juanjui,PE
JJM,HKMK,Mulika Lodge Airport,KE
JJN,ZSQZ,Quanzhou Jinjiang International Airport,CN
JKG,ESGJ,Axamo Airport,SE
JKH,LGHI,Chios Airport,GR
JKL,LGKY,Kalymnos Island National Airport,GR
JKR,VNJP,Janakpur Airport,NP
JKV,KJSO,Cherokee County,US
JLA,JLA,Quartz Creek,US
JLN,KJLN,Joplin Airport,US
JLR,VAJB,Jabalpur Airport,IN
JLS,SDJL,Jales,BR
JMJ,ZPJM,Lancang Jingmai Airport,CN
JMK,LGMK,Mikonos Airport,GR
JMO,VNJS,Jomsom,NP
JMS,KJMS,Jamestown Airport,US
JMU,ZYJM,Jiamusi Airport,CN
JNA,SNJN,Januaria,BR
JNB,FAOR,O.R. Tambo International Airport,ZA
JNG,ZSJG,Jining Airport,CN
JNI,SAAJ,Junin,AR
JNJ,OOJA,Jaaluni,OM
JNU,PAJN,Juneau International Airport,US
JNX,LGNX,Naxos Airport,GR
JNZ,ZYJZ,Liaoning Province Airport,CN
JOE,EFJO,Joensuu Airport,FI
JOG,WAHH,Adisutjipto International Airport,ID
JOH,FAPJ,Port Saint Johns,ZA
JOI,SBJV,Joinville-Lauro Carneiro de Loyola Airport,BR
JOK,UWKJ,Yoshkar-Ola Airport,RU
JOL,RPMJ,Jolo,PH
JOM,HTNJ,Njombe,TZ
JOP,AYJS,Josephstaal,PG
JOS,DNJO,Jos Airport,NG
JOT,KJOT,Municipal,US
JPA,SBJP,Presidente Castro Pinto International Airport,BR
JPE,SNEB,Nagib Demachki Airport,BR
JPO,SNTS,Brigadeiro Firmino Ayres Airport,BR
JPR,SBJI,Ji-Parana Airport,BR
JPY,SDTK,Paraty Airport,BR
JQA,BGUQ,Qaarsut Airport,GL
JQE,MPJE,Jaque Airport,PA
JRF,PHJR,Kalaeloa,US
JRG,VEJH,Jharsuguda Airport,IN
JRH,VEJT,Rowriah Airport,IN
JRN,SWJU,Juruena,BR
JRO,HTKJ,Kilimanjaro International Airport,TZ
JRS,LLJR,Atarot,IL
JSA,VIJR,Jaisalmer,IN
JSB,SWBE,Walfrido Salmito de Almeida Airport,BR
JSH,LGST,Sitia Airport,GR
JSI,LGSK,Skiathos Airport,GR
JSJ,ZYJS,Jiansanjiang Shidi Airport,CN
JSK,OIZJ,Jask Airport,IR
JSM,SAWS,Jose De San Martin,AR
JSR,VGJR,Jessore Airport,BD
JST,KJST,Cambria County Airport,US
JSU,BGMQ,Heliport,GL
JSY,LGSO,Syros Island Airport,GR
JTA,SDZG,Pedro Teixeira Castelo Airport,BR
JTC,SBAE,Bauru-Arealva Airport,BR
JTI,SWJW,Jatai,BR
JTN,SDIM,Antônio Ribeiro Nogueira Jr. State Airport,BR
JTR,LGSR,Santorini International Airport,GR
JTY,LGPL,Astypalaia Airport,GR
JUA,SIZX,Juara,BR
JUB,HSSJ,Juba International Airport,SS
JUH,ZSJH,Chizhou Jiuhuashan Airport,CN
JUI,EDWJ,Juist,DE
JUJ,SASJ,El Cadillal Airport,AR
JUL,SPJL,Juliaca Airport,PE
JUM,VNJL,Jumla,NP
JUN,YJDA,Jundah,AU
JUO,SKJU,Jurado,CO
JUR,YJNB,Jurien Bay,AU
JUT,MHJU,Juticalpa,HN
JUV,BGUK,Heliport,GL
JUZ,ZSJU,Quzhou Airport,CN
JVA,FMMK,Ankavandra,MG
JVI,47N,Central Jersey Regional Airport,US
JVL,KJVL,Rock County,US
JWA,FBJW,Jwaneng,BW
JWN,OITZ,Zanjan,IR
JXA,ZYJX,Jixi Airport,CN
JXN,KJXN,Reynolds Municipal,US
JYR,OIKJ,Jiroft,IR
JYV,EFJY,Jyvaskyla Airport,FI
JZH,ZUJZ,Jiuzhai Huanglong Airport,CN
KAA,FLKS,Kasama Airport,ZM
KAB,FVKB,Kariba,ZW
KAC,OSKL,Kameshly Airport,SY
KAD,DNKA,Kaduna Airport,NG
KAG,RKNN,Gangneung,KR
KAI,SYKA,Kaieteur,GY
KAJ,EFKI,Kajaani Airport,FI
KAL,PAKV,Kaltag Airport,US
KAM,OYKM,Kamaran Island,YE
KAN,DNKN,Mallam Aminu Kano International Airport,NG
KAO,EFKS,Kuusamo Airport,FI
KAP,FZSK,Kapanga,CD
KAQ,AYKH,Kamulai,PG
KAR,SYKM,Kamarang,GY
KAS,FYKB,Karasburg,NA
KAT,NZKT,Kaitaia,NZ
KAU,EFKA,Kauhava,FI
KAV,SVKA,Kavanayen,VE
KAW,VYKT,Kawthaung Airport,MM
KAX,YKBR,Kalbarri,AU
KAY,NFNW,Wakaya Island,FJ
KAZ,WAMK,Kau,ID
KBA,GFKB,Kabala,SL
KBB,YKIR,Kirkimbie,AU
KBC,Z91,Birch Creek,US
KBE,KBE,Hot Springs SPB,US
KBF,WABK,Karubaga,ID
KBI,FKKB,Kribi,CM
KBJ,YKCA,Kings Canyon,AU
KBL,OAKB,Kabul International Airport,AF
KBM,AYKB,Kabwum,PG
KBN,FZWT,Kabinda,CD
KBO,FZRM,Kabalo,CD
KBP,UKBB,Boryspil International Airport,UA
KBQ,FWKG,Kasungu,MW
KBR,WMKC,Sultan Ismail Petra Airport,MY
KBS,GFBO,Bo,SL
KBU,WAOK,Gusti Syamsir Alam Airport,ID
